NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE
647;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570235;51;3;15/11/2004 00.00;15/11/2004 00.00;17/11/2004 00.00;02/12/2004 00.00;08/12/2004 00.00
648;(3PC) Chesapeake Service Center;3;530312;42;2;18/02/2005 00.00;18/02/2005 00.00;28/02/2005 00.00;11/03/2005 00.00;24/03/2005 00.00
649;*(WT) Office of Asst. Reg Admin- FTS (ABOLISHED);N;5990601;58;2;03/02/2005 00.00;03/02/2005 00.00;03/02/2005 00.00;16/02/2005 00.00;24/02/2005 00.00
650;*(WT) Office of Asst. Reg Admin- FTS (ABOLISHED);N;5990601;58;2;03/02/2005 00.00;03/02/2005 00.00;03/02/2005 00.00;16/02/2005 00.00;24/02/2005 00.00
651;*(7BC)Acctg & Financial Svcs-Grtr SW Ctr( ABOLISH);7;570664;67;1;25/03/2005 00.00;28/03/2005 00.00;28/03/2005 00.00;11/04/2005 00.00;21/04/2005 00.00
652;(5PM5) North Central States Property Mgmt Ctr;5;0550372MP;1;1;21/04/2005 00.00;21/04/2005 00.00;25/04/2005 00.00;06/05/2005 00.00;16/05/2005 00.00
653;*(FX) Office of Acquisition Mgmt (ABOLISHED);CO;050027317MP;6;1;09/03/2005 00.00;16/03/2005 00.00;09/05/2005 00.00;24/05/2005 00.00;25/05/2005 00.00
654;*(5F) Office of the Assist. RA- FSS (ABOLISHED);5;0550461MP;6;1;03/05/2005 00.00;17/05/2005 00.00;03/05/2005 00.00;17/05/2005 00.00;25/05/2005 00.00
655;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570805;9;1;06/05/2005 00.00;09/05/2005 00.00;09/05/2005 00.00;20/05/2005 00.00;25/05/2005 00.00
656;*(4FX) Contract Management Div  (ABOLISHED);4;540571;9;1;15/03/2005 00.00;14/04/2005 00.00;21/04/2005 00.00;05/05/2005 00.00;10/05/2005 00.00
657;*(4FX) Contract Management Div  (ABOLISHED);4;540571;9;1;15/03/2005 00.00;14/04/2005 00.00;21/04/2005 00.00;05/05/2005 00.00;10/05/2005 00.00
658;(PG) PBS/Office of Organizational Resources;CO;050029209MP;13;2;28/03/2005 00.00;31/03/2005 00.00;13/04/2005 00.00;26/04/2005 00.00;10/05/2005 00.00
659;(PG) PBS/Office of Organizational Resources;CO;050029209MP;13;2;28/03/2005 00.00;31/03/2005 00.00;13/04/2005 00.00;26/04/2005 00.00;10/05/2005 00.00
660;(PG) PBS/Office of Organizational Resources;CO;050029209MP;13;2;28/03/2005 00.00;31/03/2005 00.00;13/04/2005 00.00;26/04/2005 00.00;10/05/2005 00.00
661;(PG) PBS/Office of Organizational Resources;CO;050029209MP;13;2;28/03/2005 00.00;31/03/2005 00.00;13/04/2005 00.00;26/04/2005 00.00;10/05/2005 00.00
662;*(6BCP) Financ'l Ops & Disbur Div (ABOLISHED);6;560504;16;1;11/04/2005 00.00;15/04/2005 00.00;20/04/2005 00.00;03/05/2005 00.00;13/05/2005 00.00
663;*(6BCP) Financ'l Ops & Disbur Div (ABOLISHED);6;560504;16;1;11/04/2005 00.00;15/04/2005 00.00;20/04/2005 00.00;03/05/2005 00.00;13/05/2005 00.00
664;(5P) Office of the Assist. Regional Administrator- PBS;5;0550351MP;5;2;29/03/2005 00.00;14/04/2005 00.00;18/04/2005 00.00;29/04/2005 00.00;02/05/2005 00.00
665;(5P) Office of the Assist. Regional Administrator- PBS;5;0550351MP;5;2;29/03/2005 00.00;14/04/2005 00.00;18/04/2005 00.00;29/04/2005 00.00;02/05/2005 00.00
666;*(9FD) Property Management Div (ABOLISHED);9;590981;4;1;18/03/2005 00.00;18/03/2005 00.00;28/03/2005 00.00;08/04/2005 00.00;11/04/2005 00.00
667;*(9FD) Property Management Div (ABOLISHED);9;590981;4;1;18/03/2005 00.00;18/03/2005 00.00;28/03/2005 00.00;08/04/2005 00.00;11/04/2005 00.00
668;(5P) Office of the Assist. Regional Administrator- PBS;5;0550351MP;5;2;29/03/2005 00.00;14/04/2005 00.00;18/04/2005 00.00;29/04/2005 00.00;02/05/2005 00.00
669;(5P) Office of the Assist. Regional Administrator- PBS;5;0550351MP;5;2;29/03/2005 00.00;14/04/2005 00.00;18/04/2005 00.00;29/04/2005 00.00;02/05/2005 00.00
670;(7P) Office of the Assist. Regional Administrator- PBS;7;570791;6;2;03/05/2005 00.00;04/05/2005 00.00;04/05/2005 00.00;20/05/2005 00.00;25/05/2005 00.00
671;(7P) Office of the Assist. Regional Administrator- PBS;7;570791;6;2;03/05/2005 00.00;04/05/2005 00.00;04/05/2005 00.00;20/05/2005 00.00;25/05/2005 00.00
672;(2PE) Realty Services Division;2;520534;6;1;17/02/2005 00.00;22/02/2005 00.00;02/03/2005 00.00;22/03/2005 00.00;25/03/2005 00.00
673;(A) Office of the Administrator;CO;0500038801MP;2;1;18/05/2005 00.00;18/05/2005 00.00;02/06/2005 00.00;08/06/2005 00.00;10/06/2005 00.00
674;(4PM) Property Management Division;4;054DEU151;10;1;24/03/2005 00.00;24/03/2005 00.00;30/03/2005 00.00;13/04/2005 00.00;04/05/2005 00.00
675;(4PM) Property Management Division;4;054DEU151;10;1;24/03/2005 00.00;24/03/2005 00.00;30/03/2005 00.00;13/04/2005 00.00;04/05/2005 00.00
676;(4PM) Property Management Division;4;054DEU151;10;1;24/03/2005 00.00;24/03/2005 00.00;30/03/2005 00.00;13/04/2005 00.00;04/05/2005 00.00
677;(4PM) Property Management Division;4;054DEU151;10;1;24/03/2005 00.00;24/03/2005 00.00;30/03/2005 00.00;13/04/2005 00.00;04/05/2005 00.00
678;(WPN) Budget Division;N;0599DE92;30;1;03/05/2005 00.00;04/05/2005 00.00;04/05/2005 00.00;06/05/2005 00.00;12/05/2005 00.00
679;(WPN) Budget Division;N;0599DE92;30;1;03/05/2005 00.00;04/05/2005 00.00;04/05/2005 00.00;06/05/2005 00.00;12/05/2005 00.00
680;(WPY) Service Delivery Support Division;N;0599DE56;16;1;14/03/2005 00.00;17/03/2005 00.00;28/03/2005 00.00;11/04/2005 00.00;17/05/2005 00.00
681;(XCC) Office of Federal Citizen Information Center;CO;050029701DE;18;1;29/03/2005 00.00;31/03/2005 00.00;04/04/2005 00.00;15/04/2005 00.00;21/04/2005 00.00
682;*(5FM) Customer Svc & Marketing Div (ABOLISHED);5;0550521MP;31;1;11/04/2005 00.00;09/05/2005 00.00;11/05/2005 00.00;25/05/2005 00.00;27/05/2005 00.00
683;(PMA) Office of Energy and Environment;CO;050023009DE;23;0;18/02/2005 00.00;21/02/2005 00.00;22/02/2005 00.00;07/03/2005 00.00;14/03/2005 00.00
684;(PMA) Office of Energy and Environment;CO;050023009DE;23;0;18/02/2005 00.00;21/02/2005 00.00;22/02/2005 00.00;07/03/2005 00.00;16/12/2005 00.00
685;(2PT) Portfolio Management Division;2;520752;3;1;07/04/2005 00.00;07/04/2005 00.00;14/04/2005 00.00;12/05/2005 00.00;20/05/2005 00.00
686;*(9FG) Govt Wide Acquisition Contract Ctr (ABOLISH;9;590871;24;1;04/03/2005 00.00;04/03/2005 00.00;14/03/2005 00.00;27/04/2005 00.00;04/04/2005 00.00
687;*(9FG) Govt Wide Acquisition Contract Ctr (ABOLISH;9;590871;24;1;04/03/2005 00.00;04/03/2005 00.00;14/03/2005 00.00;27/04/2005 00.00;04/04/2005 00.00
688;*(9FG) Govt Wide Acquisition Contract Ctr (ABOLISH;9;590871;24;1;04/03/2005 00.00;04/03/2005 00.00;14/03/2005 00.00;27/04/2005 00.00;04/04/2005 00.00
689;*(9FG) Govt Wide Acquisition Contract Ctr (ABOLISH;9;590871;24;1;04/03/2005 00.00;04/03/2005 00.00;14/03/2005 00.00;27/04/2005 00.00;04/04/2005 00.00
690;(7P) Office of the Assist. Regional Administrator- PBS;7;570651;7;1;16/03/2005 00.00;17/03/2005 00.00;17/03/2005 00.00;31/03/2005 00.00;08/04/2005 00.00
691;*(TFM) Federal Sys Integ & Mgmt Ctr (ABOLISHED);CO;050029119DE;15;1;23/03/2005 00.00;23/03/2005 00.00;28/03/2005 00.00;08/04/2005 00.00;13/04/2005 00.00
692;(WPJ) DC Services Division;N;5990761;29;2;23/02/2005 00.00;02/03/2005 00.00;03/03/2005 00.00;30/03/2005 00.00;06/04/2005 00.00
693;(WPJ) DC Services Division;N;5990761;29;2;23/02/2005 00.00;02/03/2005 00.00;03/03/2005 00.00;30/03/2005 00.00;06/04/2005 00.00
694;*(7T) Office of the Assist. RA - FTS (ABOLISHED);7;570771;27;1;14/04/2005 00.00;15/04/2005 00.00;15/04/2005 00.00;02/05/2005 00.00;04/05/2005 00.00
695;*(9PM) Real Property Programs Division (ABOLISHED);9;590348;39;1;30/11/2004 00.00;30/11/2004 00.00;20/12/2004 00.00;21/01/2005 00.00;27/01/2005 00.00
696;*(9PM) Real Property Programs Division (ABOLISHED);9;590348;39;1;30/11/2004 00.00;30/11/2004 00.00;20/12/2004 00.00;21/01/2005 00.00;12/05/2005 00.00
697;(5PM2) Ohio Property Management Center;5;0550452MP;8;3;03/05/2005 00.00;03/05/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
698;(5PM2) Ohio Property Management Center;5;0550452MP;8;3;03/05/2005 00.00;03/05/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
699;(5PM2) Ohio Property Management Center;5;0550452MP;8;3;03/05/2005 00.00;03/05/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
700;(5PM2) Ohio Property Management Center;5;0550452MP;8;3;03/05/2005 00.00;03/05/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
701;*(8T) Office of the Assist. RA- FTS (ABOLISHED);8;DEU 0580304;99;1;17/03/2005 00.00;18/03/2005 00.00;18/03/2005 00.00;04/04/2005 00.00;21/04/2005 00.00
702;(5PM4) Southern IL/IN Property Mgmt Center;5;0550352MP;4;1;20/04/2005 00.00;20/04/2005 00.00;22/04/2005 00.00;05/05/2005 00.00;10/05/2005 00.00
703;(WPZ) Triangle Services Center;N;5990811;73;1;04/03/2005 00.00;04/03/2005 00.00;15/03/2005 00.00;04/04/2005 00.00;15/04/2005 00.00
704;(8P) Office of the Assist. Regional Administrator- PBS;8;580331;4;1;05/04/2005 00.00;06/04/2005 00.00;06/04/2005 00.00;20/04/2005 00.00;25/04/2005 00.00
705;(10P) Office of  Asst Regional Administrator- PBS;10;590800;32;1;28/02/2005 00.00;28/02/2005 00.00;07/03/2005 00.00;25/03/2005 00.00;01/04/2005 00.00
706;(OLD-6PA) Workforce & Technology Development Div;6;560531;11;1;15/03/2005 00.00;13/04/2005 00.00;25/04/2005 00.00;06/05/2005 00.00;19/05/2005 00.00
707;(5PM5) North Central States Property Mgmt Ctr;5;0550392MP;12;2;21/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;20/05/2005 00.00
708;(5PM2) Ohio Property Management Center;5;0550442MP;8;1;28/04/2005 00.00;28/04/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
709;(5PM2) Ohio Property Management Center;5;0550452MP;8;3;03/05/2005 00.00;03/05/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
710;(5PM2) Ohio Property Management Center;5;0550452MP;8;3;03/05/2005 00.00;03/05/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
711;(5PM2) Ohio Property Management Center;5;0550452MP;8;3;03/05/2005 00.00;03/05/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
712;(5PM2) Ohio Property Management Center;5;0550452MP;8;3;03/05/2005 00.00;03/05/2005 00.00;04/05/2005 00.00;17/05/2005 00.00;24/05/2005 00.00
713;(5PM5) North Central States Property Mgmt Ctr;5;0550362MP;3;2;21/04/2005 00.00;21/04/2005 00.00;25/04/2005 00.00;06/05/2005 00.00;12/05/2005 00.00
714;(5PM5) North Central States Property Mgmt Ctr;5;0550362MP;3;2;21/04/2005 00.00;21/04/2005 00.00;25/04/2005 00.00;06/05/2005 00.00;12/05/2005 00.00
715;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570815;7;1;28/04/2005 00.00;29/04/2005 00.00;29/04/2005 00.00;13/05/2005 00.00;17/05/2005 00.00
716;*(3FS)Northeast Dist Ctr (Burlington-NJ)-(ABOLISH);3;530393;5;1;14/04/2005 00.00;14/04/2005 00.00;25/04/2005 00.00;09/05/2005 00.00;17/05/2005 00.00
717;*(3FS)Northeast Dist Ctr (Burlington-NJ)-(ABOLISH);3;530393;5;1;14/04/2005 00.00;14/04/2005 00.00;25/04/2005 00.00;09/05/2005 00.00;20/05/2005 00.00
718;(5PM3) Michigan Property Management Center;5;0550342MP;7;2;29/03/2005 00.00;20/04/2005 00.00;21/04/2005 00.00;04/05/2005 00.00;09/05/2005 00.00
719;(5PM3) Michigan Property Management Center;5;0550342MP;7;2;29/03/2005 00.00;20/04/2005 00.00;21/04/2005 00.00;04/05/2005 00.00;09/05/2005 00.00
720;*(3F) Ofc of the Asst. Reg Admin - FSS (ABOLISHED);3;530613;5;2;02/05/2005 00.00;09/05/2005 00.00;16/05/2005 00.00;01/06/2005 00.00;02/06/2005 00.00
721;*(3F) Ofc of the Asst. Reg Admin - FSS (ABOLISHED);3;530613;5;2;02/05/2005 00.00;09/05/2005 00.00;16/05/2005 00.00;01/06/2005 00.00;02/06/2005 00.00
722;(PG) PBS/Office of Organizational Resources;CO;050033815MP;7;1;22/04/2005 00.00;25/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;23/05/2005 00.00
723;(WPJ) DC Services Division;N;5991201;18;3;27/04/2005 00.00;28/04/2005 00.00;29/04/2005 00.00;20/05/2005 00.00;27/05/2005 00.00
724;(WPJ) DC Services Division;N;5991201;18;3;27/04/2005 00.00;28/04/2005 00.00;29/04/2005 00.00;20/05/2005 00.00;31/05/2005 00.00
725;(WPL) Financial Management Division;N;5991001;26;1;07/04/2005 00.00;06/04/2005 00.00;08/04/2005 00.00;10/05/2005 00.00;17/05/2005 00.00
726;(WPL) Financial Management Division;N;5991001;26;1;07/04/2005 00.00;06/04/2005 00.00;08/04/2005 00.00;10/05/2005 00.00;17/05/2005 00.00
727;(WPL) Financial Management Division;N;5991001;26;1;07/04/2005 00.00;06/04/2005 00.00;08/04/2005 00.00;10/05/2005 00.00;17/05/2005 00.00
728;(WPL) Financial Management Division;N;5991001;26;1;07/04/2005 00.00;06/04/2005 00.00;08/04/2005 00.00;10/05/2005 00.00;17/05/2005 00.00
729;(2P) Office of Asst Regional Administrator- PBS;2;520791;72;1;23/03/2005 00.00;31/03/2005 00.00;18/04/2005 00.00;29/04/2005 00.00;10/05/2005 00.00
730;*(FCIS) Micro. Eqp/Sftwr/Elctrnc Comm Div(ABOLISH);CO;050028224MP;28;1;18/04/2005 00.00;27/05/2005 00.00;27/05/2005 00.00;13/06/2005 00.00;22/06/2005 00.00
731;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;050019909DE;83;1;09/02/2005 00.00;14/02/2005 00.00;15/02/2005 00.00;15/03/2005 00.00;24/03/2005 00.00
732;(WPY) Service Delivery Support Division;N;5990791;23;1;08/03/2005 00.00;22/03/2005 00.00;24/03/2005 00.00;08/04/2005 00.00;14/04/2005 00.00
733;(WPY) Service Delivery Support Division;N;5990791;23;1;08/03/2005 00.00;22/03/2005 00.00;24/03/2005 00.00;08/04/2005 00.00;14/04/2005 00.00
734;*(IOC) End-User Computing Division (Abolished);CO;050022703MP;32;1;24/03/2005 00.00;24/03/2005 00.00;28/03/2005 00.00;08/04/2005 00.00;14/04/2005 00.00
735;(I) Ofc of the Chief Information Officer;CO;050034003MP;22;1;08/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00
736;(I) Ofc of the Chief Information Officer;CO;050034003MP;22;1;08/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00
737;(I) Ofc of the Chief Information Officer;CO;050034003MP;22;1;08/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00
738;(I) Ofc of the Chief Information Officer;CO;050034003MP;22;1;08/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00
739;(I) Ofc of the Chief Information Officer;CO;050034003MP;22;1;08/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00
740;(I) Ofc of the Chief Information Officer;CO;050034003MP;22;1;08/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00
741;(I) Ofc of the Chief Information Officer;CO;050034003MP;22;1;08/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00
742;(I) Ofc of the Chief Information Officer;CO;050034003MP;22;1;08/04/2005 00.00;26/04/2005 00.00;27/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00
743;(8P) Office of the Assist. Regional Administrator- PBS;8;580241;22;1;18/03/2005 00.00;21/03/2005 00.00;21/03/2005 00.00;04/04/2005 00.00;20/04/2005 00.00
744;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570765;6;1;11/05/2005 00.00;12/05/2005 00.00;12/05/2005 00.00;25/05/2005 00.00;31/05/2005 00.00
745;*(5FM) Customer Svc & Marketing Div (ABOLISHED);5;0550531DEU;62;1;11/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00;20/05/2005 00.00;27/05/2005 00.00
746;*(5FM) Customer Svc & Marketing Div (ABOLISHED);5;0550531DEU;62;1;11/04/2005 00.00;10/05/2005 00.00;16/05/2005 00.00;20/05/2005 00.00;16/06/2005 00.00
747;*(8T) Office of the Assist. RA- FTS (ABOLISHED);8;580294;43;1;16/03/2005 00.00;17/03/2005 00.00;17/03/2005 00.00;31/03/2005 00.00;18/04/2005 00.00
748;(7P) Office of the Assist. Regional Administrator- PBS;7;570111;6;1;25/10/2004 00.00;26/10/2004 00.00;26/10/2004 00.00;09/11/2004 00.00;18/11/2004 00.00
749;(WPGW) White House Service Center;N;5990871;39;1;21/03/2005 00.00;21/03/2005 00.00;23/03/2005 00.00;06/04/2005 00.00;13/04/2005 00.00
750;(WPJ) DC Services Division;N;5990761;29;2;23/02/2005 00.00;02/03/2005 00.00;03/03/2005 00.00;30/03/2005 00.00;06/04/2005 00.00
751;(WPJ) DC Services Division;N;5990761;29;2;23/02/2005 00.00;02/03/2005 00.00;03/03/2005 00.00;30/03/2005 00.00;06/04/2005 00.00
752;(7P) Office of the Assist. Regional Administrator- PBS;7;570841;2;1;29/04/2005 00.00;02/05/2005 00.00;02/05/2005 00.00;16/05/2005 00.00;17/05/2005 00.00
753;(WPJ) DC Services Division;N;5990761;29;2;23/02/2005 00.00;02/03/2005 00.00;03/03/2005 00.00;30/03/2005 00.00;06/04/2005 00.00
754;(WPJ) DC Services Division;N;5990761;29;2;23/02/2005 00.00;02/03/2005 00.00;03/03/2005 00.00;30/03/2005 00.00;06/04/2005 00.00
755;(WPZ) Triangle Services Center;N;5990831;40;2;15/03/2005 00.00;15/03/2005 00.00;22/03/2005 00.00;04/04/2005 00.00;12/04/2005 00.00
756;(WP) Office of Asst. Regional Administrator- PBS;N;0599DE80;169;1;18/04/2005 00.00;19/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/05/2005 00.00
757;*(2TT) Network Services Division (ABOLISHED);2;0520823DEU;36;1;30/03/2005 00.00;31/03/2005 00.00;20/04/2005 00.00;03/05/2005 00.00;12/05/2005 00.00
758;(BB) Office of Budget;CO;050027104MP;21;1;10/03/2005 00.00;18/03/2005 00.00;21/03/2005 00.00;08/04/2005 00.00;18/04/2005 00.00
759;(BB) Office of Budget;CO;050027104MP;21;1;10/03/2005 00.00;18/03/2005 00.00;21/03/2005 00.00;08/04/2005 00.00;18/04/2005 00.00
760;(3PP) Philatlantic Service Center;3;530362;10;1;11/04/2005 00.00;28/04/2005 00.00;02/05/2005 00.00;13/05/2005 00.00;25/05/2005 00.00
761;*(6T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);6;560451;48;2;04/03/2005 00.00;04/03/2005 00.00;28/03/2005 00.00;08/04/2005 00.00;06/05/2005 00.00
762;*(6T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);6;560451;48;2;04/03/2005 00.00;04/03/2005 00.00;28/03/2005 00.00;08/04/2005 00.00;06/05/2005 00.00
763;(WPZ) Triangle Services Center;N;0599DE81;65;1;26/04/2005 00.00;26/04/2005 00.00;26/04/2005 00.00;10/05/2005 00.00;20/05/2005 00.00
764;(WPZ) Triangle Services Center;N;0599DE81;65;1;26/04/2005 00.00;26/04/2005 00.00;26/04/2005 00.00;10/05/2005 00.00;27/05/2005 00.00
765;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
766;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
767;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
768;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
769;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
770;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
771;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
772;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
773;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
774;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
775;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
776;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
777;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
778;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
779;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
780;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
781;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
782;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
783;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
784;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
785;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
786;*(9T) Office of the Assist. RA- FTS (ABOLISHED);9;590835;528;2;03/06/2005 00.00;03/06/2005 00.00;23/03/2005 00.00;30/12/2005 00.00;21/06/2005 00.00
787;(1PK) Program Operations Division- North;1;DEU1 0510432;73;1;20/04/2005 00.00;22/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/06/2005 00.00
788;(1PK) Program Operations Division- North;1;DEU1 0510432;73;1;20/04/2005 00.00;22/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/06/2005 00.00
789;(1PK) Program Operations Division- North;1;DEU1 0510432;73;1;20/04/2005 00.00;22/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/06/2005 00.00
790;(1PK) Program Operations Division- North;1;DEU1 0510432;73;1;20/04/2005 00.00;22/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/06/2005 00.00
791;(1PK) Program Operations Division- North;1;DEU1 0510432;73;1;20/04/2005 00.00;22/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/06/2005 00.00
792;(1PK) Program Operations Division- North;1;DEU1 0510432;73;1;20/04/2005 00.00;22/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/06/2005 00.00
793;(1PK) Program Operations Division- North;1;DEU1 0510432;73;1;20/04/2005 00.00;22/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/06/2005 00.00
794;(1PK) Program Operations Division- North;1;DEU1 0510432;73;1;20/04/2005 00.00;22/04/2005 00.00;26/04/2005 00.00;09/05/2005 00.00;20/06/2005 00.00
