NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
4353;(7QMD) Fleet Management Division;7;0807108CFMP;10;2;26/09/2008 00.00;29/09/2008 00.00;30/09/2008 00.00;15/10/2008 00.00;16/10/2008 19.24;28/10/2008;28/10/2008;Denver [Includes Lakewood], CO;09/11/2008 00.00;2150F
4354;(7QMD) Fleet Management Division;7;0807108CFMP;10;2;26/09/2008 00.00;29/09/2008 00.00;30/09/2008 00.00;15/10/2008 00.00;16/10/2008 19.24;28/10/2008;28/10/2008;Fort Worth, TX;09/11/2008 00.00;2150F
4355;(6Q) Office of the Asst Reg Admin - FAS;6;080610709MP;5;3;08/09/2008 00.00;11/09/2008 00.00;15/09/2008 00.00;26/09/2008 00.00;30/09/2008 10.10;31/10/2008;29/10/2008;Kansas City Metro Area, MO;09/11/2008 00.00;1102G
4356;(6Q) Office of the Asst Reg Admin - FAS;6;080610709MP;5;3;08/09/2008 00.00;11/09/2008 00.00;15/09/2008 00.00;26/09/2008 00.00;30/09/2008 10.10;31/10/2008;29/10/2008;Kansas City Metro Area, MO;09/11/2008 00.00;1102G
4357;(6Q) Office of the Asst Reg Admin - FAS;6;080610709MP;5;3;08/09/2008 00.00;11/09/2008 00.00;15/09/2008 00.00;26/09/2008 00.00;30/09/2008 10.10;31/10/2008;29/10/2008;Kansas City Metro Area, MO;09/11/2008 00.00;1102G
4358;(6PF) Facilities Management Division;6;080610109MP;11;2;28/08/2008 00.00;02/09/2008 00.00;04/09/2008 00.00;17/09/2008 00.00;18/09/2008 10.45;31/10/2008;31/10/2008;Kansas City, MO;09/11/2008 00.00;1101K
4359;(6PF) Facilities Management Division;6;080610109MP;11;2;28/08/2008 00.00;02/09/2008 00.00;04/09/2008 00.00;17/09/2008 00.00;18/09/2008 10.45;31/10/2008;31/10/2008;Kansas City, MO;09/11/2008 00.00;1101K
4360;*(9FS)Western Distribution Center (ABOLISHED);9;893250;37;1;19/02/2008 00.00;19/02/2008 00.00;23/09/2008 00.00;06/10/2008 00.00;07/10/2008 14.39;28/10/2008;04/11/2008;French Camp, [San Joaquin County], CA;09/11/2008 00.00;2032A
4361;(6Q) Office of the Asst Reg Admin - FAS;6;080610609MP;4;2;08/09/2008 00.00;11/09/2008 00.00;15/09/2008 00.00;26/09/2008 00.00;30/09/2008 10.03;03/11/2008;04/11/2008;Kansas City Metro Area, MO;09/11/2008 00.00;1102G
4362;(6Q) Office of the Asst Reg Admin - FAS;6;080610609MP;4;2;08/09/2008 00.00;11/09/2008 00.00;15/09/2008 00.00;26/09/2008 00.00;30/09/2008 10.03;03/11/2008;04/11/2008;Kansas City Metro Area, MO;09/11/2008 00.00;1102G
4363;(QI) Office of the Chief Information Office;CO;0900003TC01;4;1;29/09/2008 00.00;29/09/2008 00.00;10/10/2008 00.00;24/10/2008 00.00;27/10/2008 09.38;04/11/2008;05/11/2008;Arlington, VA;09/11/2008 00.00;0343A
4364;(6PC) Project Management Division;6;080604009DE;86;1;04/08/2008 00.00;06/08/2008 00.00;08/08/2008 00.00;22/08/2008 00.00;26/08/2008 10.17;23/09/2008;23/09/2008;Kansas City Metro Area, MO;10/11/2008 00.00;0809E
4365;(1PC) Property Development Division;1;08010552DE;25;2;15/08/2008 00.00;15/08/2008 00.00;18/08/2008 00.00;29/08/2008 00.00;09/09/2008 10.57;09/10/2008;09/10/2008;Boston Metro Area, MA;10/11/2008 00.00;0808A
4366;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 09.53;09/10/2008;10/10/2008;Albuquerque [including Kirtland AFB], NM;10/11/2008 00.00;1101FM
4367;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 09.53;09/10/2008;10/10/2008;Austin, TX;10/11/2008 00.00;1101FM
4368;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 09.53;09/10/2008;10/10/2008;Dallas, TX;10/11/2008 00.00;1101FM
4369;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 09.53;09/10/2008;10/10/2008;Fort Worth, TX;10/11/2008 00.00;1101FM
4370;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 09.53;09/10/2008;10/10/2008;Houston, TX;10/11/2008 00.00;1101FM
4371;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 09.53;09/10/2008;10/10/2008;New Orleans Metro Area, LA;10/11/2008 00.00;1101FM
4372;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 09.53;09/10/2008;10/10/2008;Oklahoma City, OK;10/11/2008 00.00;1101FM
4373;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 09.53;09/10/2008;10/10/2008;San Antonio [Includes Brooks AFB & Randolph AFB], TX;10/11/2008 00.00;1101FM
4374;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 10.00;09/10/2008;10/10/2008;Albuquerque [including Kirtland AFB], NM;10/11/2008 00.00;1101FM
4375;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 10.00;09/10/2008;10/10/2008;Austin, TX;10/11/2008 00.00;1101FM
4376;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 10.00;09/10/2008;10/10/2008;Dallas, TX;10/11/2008 00.00;1101FM
4377;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 10.00;09/10/2008;10/10/2008;Fort Worth, TX;10/11/2008 00.00;1101FM
4378;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 10.00;09/10/2008;10/10/2008;Houston, TX;10/11/2008 00.00;1101FM
4379;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 10.00;09/10/2008;10/10/2008;New Orleans Metro Area, LA;10/11/2008 00.00;1101FM
4380;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 10.00;09/10/2008;10/10/2008;Oklahoma City, OK;10/11/2008 00.00;1101FM
4381;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;02/09/2008 10.00;09/10/2008;10/10/2008;San Antonio [Includes Brooks AFB & Randolph AFB], TX;10/11/2008 00.00;1101FM
4382;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;09/09/2008 15.54;09/10/2008;10/10/2008;Albuquerque [including Kirtland AFB], NM;10/11/2008 00.00;1101FM
4383;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;09/09/2008 15.54;09/10/2008;10/10/2008;Austin, TX;10/11/2008 00.00;1101FM
4384;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;09/09/2008 15.54;09/10/2008;10/10/2008;Dallas, TX;10/11/2008 00.00;1101FM
4385;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;09/09/2008 15.54;09/10/2008;10/10/2008;Fort Worth, TX;10/11/2008 00.00;1101FM
4386;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;09/09/2008 15.54;09/10/2008;10/10/2008;Houston, TX;10/11/2008 00.00;1101FM
4387;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;09/09/2008 15.54;09/10/2008;10/10/2008;New Orleans Metro Area, LA;10/11/2008 00.00;1101FM
4388;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;09/09/2008 15.54;09/10/2008;10/10/2008;Oklahoma City, OK;10/11/2008 00.00;1101FM
4389;(7P) Office of the Assist. Regional Administrator- PBS;7;0807081DRMP1;181;11;27/07/2008 00.00;28/07/2008 00.00;30/07/2008 00.00;12/08/2008 00.00;09/09/2008 15.54;09/10/2008;10/10/2008;San Antonio [Includes Brooks AFB & Randolph AFB], TX;10/11/2008 00.00;1101FM
4390;(7P) Office of the Assist. Regional Administrator- PBS;7;0807080DMMP;70;9;29/07/2008 00.00;30/07/2008 00.00;31/07/2008 00.00;14/08/2008 00.00;02/09/2008 11.14;02/09/2008;16/10/2008;Fort Worth, TX;10/11/2008 00.00;1101FM
4391;(7P) Office of the Assist. Regional Administrator- PBS;7;0807080DMMP;70;9;29/07/2008 00.00;30/07/2008 00.00;31/07/2008 00.00;14/08/2008 00.00;02/09/2008 11.14;02/09/2008;16/10/2008;Oklahoma City, OK;10/11/2008 00.00;1101FM
4392;(BCEA) Financial Information Control Branch;6;090600209MP;50;2;08/10/2008 00.00;10/10/2008 00.00;14/10/2008 00.00;27/10/2008 00.00;04/11/2008 10.54;07/11/2008;10/11/2008;Kansas City, MO;10/11/2008 00.00;0525B
4393;(BCEA) Financial Information Control Branch;6;090600209MP;50;2;08/10/2008 00.00;10/10/2008 00.00;14/10/2008 00.00;27/10/2008 00.00;04/11/2008 10.57;07/11/2008;10/11/2008;Kansas City, MO;10/11/2008 00.00;0525B
4394;(BCEA) Financial Information Control Branch;6;090600209MP;50;2;08/10/2008 00.00;10/10/2008 00.00;14/10/2008 00.00;27/10/2008 00.00;04/11/2008 12.44;07/11/2008;10/11/2008;Kansas City, MO;10/11/2008 00.00;0525B
4395;(QV) Office of Acquisition Management;CO;841057;32;1;22/09/2008 00.00;25/09/2008 00.00;26/09/2008 00.00;10/10/2008 00.00;21/10/2008 16.45;13/11/2008;13/11/2008;Southeast Florida, FL;13/11/2008 00.00;0301G
4396;(QV) Office of Acquisition Management;CO;841057;32;1;22/09/2008 00.00;25/09/2008 00.00;26/09/2008 00.00;10/10/2008 00.00;21/10/2008 16.45;13/11/2008;13/11/2008;Southeast Florida, FL;13/11/2008 00.00;0301G
4397;(Q) Office of the Commissioner, FAS;CO;090000426MP;1;1;16/10/2008 00.00;16/10/2008 00.00;22/10/2008 00.00;04/11/2008 00.00;06/11/2008 10.42;14/11/2008;14/11/2008;Washington DC Metro Area, DC;14/11/2008 00.00;0301CY
4398;(9PF) San Francisco Service Center;9;893181;7;1;11/09/2008 00.00;22/09/2008 00.00;23/09/2008 00.00;07/10/2008 00.00;16/10/2008 20.55;14/11/2008;14/11/2009;San Francisco County, CA;14/11/2008 00.00;0343C
4399;(JE) Internal Evaluation Staff;J;JE-08-02;3;1;28/04/2008 00.00;23/06/2008 00.00;01/08/2008 00.00;15/08/2008 00.00;20/08/2008 09.36;17/11/2008;18/11/2008;Washington DC Metro Area, DC;18/11/2008 00.00;0511A/0343C
4400;(1A) Office of the Regional Administrator;1;09010015MP;1;1;14/10/2008 00.00;14/10/2008 00.00;20/10/2008 00.00;31/10/2008 00.00;03/11/2008 13.26;18/11/2008;18/11/2008;Boston Metro Area, MA;18/11/2008 00.00;0301M
4401;(5Q) Office of the Asst Reg Admin, FAS;5;0805093CODE;94;1;29/08/2008 00.00;29/08/2008 00.00;05/09/2008 00.00;18/09/2008 00.00;24/09/2008 11.43;15/10/2008;16/10/2008;Chicago Metro Area, IL;19/11/2008 00.00;0501N
4402;(BCEA) Financial Information Control Branch;6;080611104MP;12;2;05/09/2008 00.00;17/09/2008 00.00;18/09/2008 00.00;01/10/2008 00.00;06/10/2008 09.23;27/10/2008;27/10/2008;Kansas City, MO;20/11/2008 00.00;0510A
4403;(QI) Office of the Chief Information Office;CO;090000703MP;2;1;28/10/2008 00.00;28/10/2008 00.00;29/10/2008 00.00;12/11/2008 00.00;13/11/2008 11.57;20/11/2008;20/11/2008;Arlington VA;20/11/2008 00.00;343
4404;(BCEA) Financial Information Control Branch;6;080611104MP;12;2;05/09/2008 00.00;17/09/2008 00.00;18/09/2008 00.00;01/10/2008 00.00;06/10/2008 09.26;27/10/2008;27/10/2008;Kansas City, MO;21/11/2008 00.00;0510A
4405;(7P) Office of the Assist. Regional Administrator- PBS;7;0807080DMMP;70;9;29/07/2008 00.00;30/07/2008 00.00;31/07/2008 00.00;14/08/2008 00.00;02/09/2008 11.34;02/09/2008;16/10/2008;Fort Worth, TX;23/11/2008 00.00;1101FM
4406;(7P) Office of the Assist. Regional Administrator- PBS;7;0807080DMMP;70;9;29/07/2008 00.00;30/07/2008 00.00;31/07/2008 00.00;14/08/2008 00.00;02/09/2008 11.34;02/09/2008;16/10/2008;Oklahoma City, OK;23/11/2008 00.00;1101FM
4407;(7P) Office of the Assist. Regional Administrator- PBS;7;0807080DMMP;70;9;29/07/2008 00.00;30/07/2008 00.00;31/07/2008 00.00;14/08/2008 00.00;02/09/2008 12.15;02/09/2008;16/10/2008;Fort Worth, TX;23/11/2008 00.00;1101FM
4408;(7P) Office of the Assist. Regional Administrator- PBS;7;0807080DMMP;70;9;29/07/2008 00.00;30/07/2008 00.00;31/07/2008 00.00;14/08/2008 00.00;02/09/2008 12.15;02/09/2008;16/10/2008;Oklahoma City, OK;23/11/2008 00.00;1101FM
4409;(7PA) Business Performance;7;0807112DRMP;4;1;16/09/2008 00.00;17/09/2008 00.00;18/09/2008 00.00;02/10/2008 00.00;08/10/2008 13.50;27/10/2008;27/10/2008;Fort Worth, TX;23/11/2008 00.00;343
4410;(QM) Office of Travel, Motor Vehicle and Card Svcs;CO;0800182TC06-DE;30;1;28/08/2008 00.00;28/08/2008 00.00;02/09/2008 00.00;15/09/2008 00.00;17/09/2008 10.17;29/10/2008;04/11/2008;Arlington, VA;23/11/2008 00.00;0301BJ
4411;(QT) Office of Integrated Technology Services;CO;0800172TC01;19;1;12/08/2008 00.00;12/08/2008 00.00;28/08/2008 00.00;11/09/2008 00.00;18/09/2008 09.32;03/11/2008;07/11/2008;Fairfax, VA;23/11/2008 00.00;1102R
4412;(7P) Office of the Assist. Regional Administrator- PBS;7;0807103DRMP;32;1;27/08/2008 00.00;28/08/2008 00.00;29/08/2008 00.00;29/09/2008 00.00;30/09/2008 15.59;12/11/2008;12/11/2008;Fort Worth, TX;23/11/2008 00.00;1101B
4413;(7QCA) Customer Accounts and Research Division;7;0807121CFMP;5;1;14/10/2008 00.00;15/10/2008 00.00;16/10/2008 00.00;22/10/2008 00.00;24/10/2008 16.50;15/11/2008;15/11/2008;Fort Worth, TX;23/11/2008 00.00;0301CV
4414;(QS) Office of General Supplies and Services;CO;0800223TC03;17;1;25/09/2008 00.00;30/05/2008 00.00;15/10/2008 00.00;28/10/2008 00.00;30/10/2008 10.07;17/11/2008;20/11/2008;Arlington VA;23/11/2008 00.00;2003C
4415;(8P) Office of the Assist. Regional Administrator- PBS;8;0808022KJMP;31;1;21/08/2008 00.00;21/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 17.50;24/11/2008;24/11/2008;Denver [Includes Lakewood], CO;24/11/2008 00.00;0501A
4416;(1PM) Program Operations Division- Boston;1;08010695MP;11;1;03/10/2008 00.00;03/10/2008 00.00;06/10/2008 00.00;20/10/2008 00.00;24/10/2008 11.38;24/11/2008;24/11/2008;Boston Metro Area, MA;24/11/2008 00.00;1176N
4417;(6PT) Portfolio Management Division;6;090601504MP;1;1;24/10/2008 00.00;12/11/2008 00.00;14/11/2008 00.00;20/11/2008 00.00;21/11/2008 09.04;24/11/2008;25/11/2008;Kansas City, MO;25/11/2008 00.00;0086B
4418;(X) Office of Citizen Svcs & Communications;CO;0800180TC04;23;1;28/08/2008 00.00;12/09/2008 00.00;12/09/2008 00.00;03/10/2008 00.00;07/10/2008 16.51;30/10/2008;31/10/2008;Washington DC Metro Area, DC;26/11/2008 00.00;1082A
4419;(AK) Office of Civil Rights;CO;0800217TC04;20;1;24/09/2008 00.00;24/09/2008 00.00;03/10/2008 00.00;20/10/2008 00.00;21/10/2008 15.23;24/11/2008;25/11/2008;Washington DC Metro Area, DC;01/12/2008 00.00;0260A
4420;(QM) Office of Travel, Motor Vehicle and Card Svcs;CO;090001403MP;4;2;04/11/2008 00.00;04/11/2008 00.00;05/11/2008 00.00;19/11/2008 00.00;20/11/2008 14.23;26/11/2008;02/12/2008;Arlington VA;02/12/2008 00.00;2101A
4421;(QM) Office of Travel, Motor Vehicle and Card Svcs;CO;090001403MP;4;2;04/11/2008 00.00;04/11/2008 00.00;05/11/2008 00.00;19/11/2008 00.00;20/11/2008 14.23;26/11/2008;02/12/2008;Arlington VA;02/12/2008 00.00;2101A
4422;(JA-6) Kansas City- MO Field Audit Office;J;JA-6-09-02 MP;1;1;25/09/2008 00.00;25/09/2008 00.00;02/10/2008 00.00;16/10/2008 00.00;28/10/2008 13.07;24/11/2008;04/12/2008;Kansas City Metro Area, MO;04/12/2008 00.00;0511A
4423;Region 01 -New England Region;1;08010605MP;15;2;25/09/2008 00.00;25/09/2008 00.00;29/09/2008 00.00;10/10/2008 00.00;21/10/2008 17.37;04/12/2008;04/12/2008;Boston Metro Area, MA;04/12/2008 00.00;560
4424;Region 01 -New England Region;1;08010605MP;15;2;25/09/2008 00.00;25/09/2008 00.00;29/09/2008 00.00;10/10/2008 00.00;21/10/2008 17.38;04/12/2008;04/12/2008;Boston Metro Area, MA;04/12/2008 00.00;560
4425;(JA) Office of Audits;J;JA-O-09-03B MP;2;1;27/08/2008 00.00;27/08/2008 00.00;07/10/2008 00.00;21/10/2008 00.00;23/10/2008 14.33;04/12/2008;05/12/2008;Washington DC Metro Area, DC;05/12/2008 00.00;0343S
4426;(JA) Office of Audits;J;JA-S-09-04 MP;3;1;27/08/2008 00.00;27/08/2008 00.00;07/10/2008 00.00;21/10/2008 00.00;23/10/2008 14.36;04/12/2008;05/12/2008;Washington DC Metro Area, DC;05/12/2008 00.00;0511A
4427;(JA) Office of Audits;J;JA-O-09-03B MP;2;1;27/08/2008 00.00;27/08/2008 00.00;07/10/2008 00.00;21/10/2008 00.00;28/10/2008 11.20;04/12/2008;05/12/2008;Washington DC Metro Area, DC;05/12/2008 00.00;0343S
4428;(7P) Office of the Assist. Regional Administrator- PBS;7;0807102DRMP;18;3;11/08/2008 00.00;12/08/2008 00.00;13/08/2008 00.00;26/08/2008 00.00;03/09/2008 14.15;09/10/2008;10/10/2008;Site to be determined after selection is made., US;07/12/2008 00.00;1170A
4429;(5P) Office of the Assist. Regional Administrator- PBS;5;0805077LBMP;136;1;06/06/2008 00.00;06/06/2008 00.00;06/08/2008 00.00;19/08/2008 00.00;18/09/2008 17.35;10/11/2008;10/11/2008;Cleveland Metro Area, OH;07/12/2008 00.00;0343AR
4430;(5P) Office of the Assist. Regional Administrator- PBS;5;0805077LBMP;136;1;06/06/2008 00.00;06/06/2008 00.00;06/08/2008 00.00;19/08/2008 00.00;18/09/2008 17.35;10/11/2008;10/11/2008;Columbus Metro Area, OH;07/12/2008 00.00;0343AR
4431;(7P) Office of the Assist. Regional Administrator- PBS;7;0807116DRMP1;46;1;29/09/2008 00.00;30/09/2008 00.00;01/10/2008 00.00;14/10/2008 00.00;17/10/2008 14.51;10/11/2008;11/11/2008;Oklahoma City, OK;07/12/2008 00.00;1102F
4432;(10PZ2) Southern Service Center;10;893280;10;1;05/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;10/10/2008 00.00;16/10/2008 12.10;25/11/2008;25/11/2008;Portland, OR;07/12/2008 00.00;1601D
4433;(QB) Office of the Controller;CO;090001319MP;3;1;24/10/2008 00.00;29/10/2008 00.00;30/10/2008 00.00;14/11/2008 00.00;20/11/2008 16.48;25/11/2008;01/12/2008;Arlington, VA;07/12/2008 00.00;0343A
4434;(WPZ) Triangle Services Center;N;WPZ151DE08;44;1;20/05/2008 00.00;02/09/2008 00.00;02/09/2008 00.00;15/09/2008 00.00;10/10/2008 11.03;14/10/2008;20/10/2008;Washington DC Metro Area, DC;08/12/2008 00.00;560
4435;(WPZ) Triangle Services Center;N;WPZ151DE08;44;1;20/05/2008 00.00;02/09/2008 00.00;02/09/2008 00.00;15/09/2008 00.00;10/10/2008 11.03;14/10/2008;20/10/2008;Washington DC Metro Area, DC;08/12/2008 00.00;560
4436;(WPQ)  Leasing Policy and Performance Division;N;WPQ165MP08;11;1;18/06/2008 00.00;21/07/2008 00.00;23/07/2008 00.00;11/08/2008 00.00;19/08/2008 09.27;21/10/2008;21/10/2008;Washington DC Metro Area, DC;08/12/2008 00.00;1101AQ
4437;(QS) Office of General Supplies and Services;CO;090001903MP;16;2;14/11/2008 00.00;14/11/2008 00.00;17/11/2008 00.00;01/12/2008 00.00;03/12/2008 17.12;05/12/2008;05/12/2008;Site to be determined after selection is made., US;08/12/2008 00.00;0501B
4438;(QS) Office of General Supplies and Services;CO;090001903MP;16;2;14/11/2008 00.00;14/11/2008 00.00;17/11/2008 00.00;01/12/2008 00.00;03/12/2008 17.12;05/12/2008;05/12/2008;Site to be determined after selection is made., US;08/12/2008 00.00;0501B
4439;(QS) Office of General Supplies and Services;CO;090001903MP;16;2;14/11/2008 00.00;14/11/2008 00.00;17/11/2008 00.00;01/12/2008 00.00;03/12/2008 12.44;05/12/2008;08/12/2008;Site to be determined after selection is made., US;08/12/2008 00.00;0501B
4440;(QS) Office of General Supplies and Services;CO;090001903MP;16;2;14/11/2008 00.00;14/11/2008 00.00;17/11/2008 00.00;01/12/2008 00.00;03/12/2008 12.44;05/12/2008;08/12/2008;Site to be determined after selection is made., US;08/12/2008 00.00;0501B
4441;(QS) Office of General Supplies and Services;CO;090001903MP;16;2;14/11/2008 00.00;14/11/2008 00.00;17/11/2008 00.00;01/12/2008 00.00;03/12/2008 17.12;05/12/2008;08/12/2008;Site to be determined after selection is made., US;08/12/2008 00.00;0501B
4442;(QS) Office of General Supplies and Services;CO;090001903MP;16;2;14/11/2008 00.00;14/11/2008 00.00;17/11/2008 00.00;01/12/2008 00.00;03/12/2008 17.12;05/12/2008;08/12/2008;Site to be determined after selection is made., US;08/12/2008 00.00;0501B
4443;(WPF) Business Management Division;N;WPF217MP08;11;1;02/09/2008 00.00;10/09/2008 00.00;12/09/2008 00.00;25/09/2008 00.00;03/10/2008 10.45;23/10/2008;23/10/2008;Washington DC Metro Area, DC;09/12/2008 00.00;0343B
4444;(6Q) Office of the Asst Reg Admin - FAS;6;090602004MP;1;1;29/10/2008 00.00;20/11/2008 00.00;24/11/2008 00.00;08/12/2008 00.00;09/12/2008 09.12;09/12/2008;09/12/2008;Kansas City, MO;09/12/2008 00.00;1102R
4445;(WPGW) White House Service Center;N;WPW233MP08;10;1;16/09/2008 00.00;21/10/2008 00.00;22/10/2008 00.00;04/11/2008 00.00;24/11/2008 10.06;09/12/2008;10/12/2008;Washington DC Metro Area, DC;10/12/2008 00.00;1101BL
4446;(CPL) Labor Relations Division;CO;0900049TC05;5;1;12/11/2008 00.00;12/11/2008 00.00;14/11/2008 00.00;28/11/2008 00.00;01/12/2008 09.18;03/12/2008;03/12/2008;Throughout the Nation, US;11/12/2008 00.00;0201O
4447;(8P) Office of the Assist. Regional Administrator- PBS;8;0808032KJMP;3;1;19/11/2008 00.00;08/12/2008 00.00;24/11/2008 00.00;08/12/2008 00.00;11/12/2008 10.41;11/12/2008;11/12/2008;Denver [Includes Lakewood], CO;11/12/2008 00.00;1101B
4448;(QM) Office of Travel, Motor Vehicle and Card Svcs;CO;090000503MP;3;1;04/11/2008 00.00;04/11/2008 00.00;05/11/2008 00.00;12/11/2008 00.00;13/11/2008 14.15;12/12/2008;12/12/2008;Arlington VA;12/12/2008 00.00;2150A
4449;(QS) Office of General Supplies and Services;CO;0900035TC06-DE;73;1;05/08/2008 00.00;05/08/2008 00.00;24/11/2008 00.00;08/12/2008 00.00;10/12/2008 08.45;12/12/2008;15/12/2008;Arlington, VA;15/12/2008 00.00;2010E
4450;(QS) Office of General Supplies and Services;CO;090001803MP;8;2;17/11/2008 00.00;17/11/2008 00.00;18/11/2008 00.00;02/12/2008 00.00;03/12/2008 16.55;15/12/2008;16/12/2008;Arlington,;16/12/2008 00.00;0501B
